source_id,source_type,pmcid,doi,identifier_type,identifier,record_url,related_publication_doi,license,verification_sources,citation
SRC_0075,article,,10.1016/j.ejps.2021.106008,DOI,10.1016/j.ejps.2021.106008,https://doi.org/10.1016/j.ejps.2021.106008,,Closed access / no CC license,Institutional repository; source document,Engineering of levodopa inhalable microparticles in combination with leucine and dipalmitoylphosphatidylcholine by spray drying technique. Sara Bahrainian et al. (2021). European Journal of Pharmaceutical Sciences.
SRC_0076,article,,10.1016/j.jconrel.2021.11.002,DOI,10.1016/j.jconrel.2021.11.002,https://doi.org/10.1016/j.jconrel.2021.11.002,,Closed access / no CC license,Institutional repository; source document,A respirable HPV-L2 dry-powder vaccine with GLA as amphiphilic lubricant and immune-adjuvant. Irene Rossi et al. (2021). Journal of Controlled Release.
SRC_0077,article,,10.1016/j.xphs.2022.10.007,DOI,10.1016/j.xphs.2022.10.007,https://doi.org/10.1016/j.xphs.2022.10.007,,Closed access / no CC license,Institutional repository; source document,Twin-Screw Continuous Mixing Can Produce Dry Powder Inhalation Mixtures for Pulmonary Delivery. Angela Ren et al. (2023). Journal of Pharmaceutical Sciences.
SRC_0078,article,,,DDL conference paper number,28,https://ddl-conference.com/ddl2021/conference-papers/leveraging-dpi-formulation-screening-particle-particle-interaction/,,Closed access / no CC license,DDL 2021 official conference paper record; source document,"Borda d’Água, R., & Pereira, J. Leveraging DPI formulation screening: particle-particle interaction. Drug Delivery to the Lungs 32, 2021, podium paper 28."
SRC_0079,article,,10.1248/cpb.c21-00934,DOI,10.1248/cpb.c21-00934,https://doi.org/10.1248/cpb.c21-00934,,CC BY-NC 4.0 only,Institutional repository; source document,"Formulation of Biopharmaceutical Dry Powder Inhaler Using the Void Forming Index (VFI) to Detect and Avoid Powder Caking in Dry Powder Inhaler Formulations. Authors: Sunao Maruyama, Makoto Miyajima, Etsuo Yonemochi (Daiichi Sankyo Co.; Hoshi University, Japan). Chem. Pharm. Bull. 70(4):245-253, 2022."
SRC_0080,preprint,,10.2139/ssrn.5342987,DOI,10.2139/ssrn.5342987,https://doi.org/10.2139/ssrn.5342987,,Closed access / no CC license,Crossref DOI record; source document,"Jeong, J.-H., Hong, S., Kwon, J.-H., Yang, S., Kim, D.-W., Song, N., Cho, H., & Park, C.-W. Machine learning-based prediction of aerodynamic performance in arformoterol-lactose dry powder inhaler formulations using surface roughness features. SSRN, 2025. https://doi.org/10.2139/ssrn.5342987"
SRC_0081,article,,10.1016/j.ijpharm.2026.126711,DOI,10.1016/j.ijpharm.2026.126711,https://doi.org/10.1016/j.ijpharm.2026.126711,,Closed access / no CC license,Crossref DOI record; source document,"Nair, V. V., Moore, R., Ding, L., Li, W., Wei, Y., Reid, D. L., & Smyth, H. D. C. Effect of formulation composition on stability and aerosol performance of respirable high load monoclonal antibody powders. International Journal of Pharmaceutics, 2026, 694, 126711. https://doi.org/10.1016/j.ijpharm.2026.126711"
SRC_0082,article,,,Pharm. Ind. bibliographic identifier,77(10):1535–1542,https://www.ecv.de/beitrag/pharmind/Development_of_Carrier_Free_Montelukast_Dry_Powder_Inhalation_Formulation,,Closed access / no CC license,ECV / Editio Cantor Verlag official article record; source document,"Faramarzi, P., Haririan, I., Ghanbarzadeh, S., Yaqoubi, S., & Hamishehkar, H. Development of carrier free montelukast dry powder inhalation formulation. Pharm. Ind. 2015, 77(10), 1535–1542."
SRC_0083,article,,10.1016/j.ejpb.2016.11.036,DOI,10.1016/j.ejpb.2016.11.036,https://doi.org/10.1016/j.ejpb.2016.11.036,,Closed access / no CC license,Institutional repository; source document,Design and development of dry powder sulfobutylether-β-cyclodextrin complex for pulmonary delivery of fisetin. Noratiqah Mohtar et al. (2017). European Journal of Pharmaceutics and Biopharmaceutics.
SRC_0084,article,,10.1016/j.ijpharm.2019.01.062,DOI,10.1016/j.ijpharm.2019.01.062,https://doi.org/10.1016/j.ijpharm.2019.01.062,,Closed access / no CC license,Crossref DOI record; source document,"Tran, T.-T., Yu, H., Vidaillac, C., Lim, A. Y. H., Abisheganaden, J. A., Chotirmall, S. H., & Hadinoto, K. An evaluation of inhaled antibiotic liposome versus antibiotic nanoplex in controlling infection in bronchiectasis. International Journal of Pharmaceutics, 2019, 559, 382–392. https://doi.org/10.1016/j.ijpharm.2019.01.062"
SRC_0085,article,PMC6708472,10.1016/j.ijpharm.2019.118504,DOI,10.1016/j.ijpharm.2019.118504,https://doi.org/10.1016/j.ijpharm.2019.118504,,Closed access / no CC license,Institutional repository; source document,Correlations between surface composition and aerosolization of jet-milled dry powder inhaler formulations with pharmaceutical lubricants. Sharad Mangal et al. (2019). International Journal of Pharmaceutics.
SRC_0086,article,PMC7484320,10.1021/acs.molpharmaceut.0c00390,DOI,10.1021/acs.molpharmaceut.0c00390,https://doi.org/10.1021/acs.molpharmaceut.0c00390,,Closed access / no CC license,Institutional repository; source document,Inhalable Nanocomposite Microparticles with Enhanced Dissolution and Superior Aerosol Performance. Chune Zhu et al. (2020). Molecular Pharmaceutics.
SRC_0087,MSc thesis,,,Pergamos repository ID,uoadl:2918948,https://pergamos.lib.uoa.gr/,,Repository terms; no CC license stated,Institutional repository; source document,"Development of microparticles embedding Biomolecule-loaded Calcium Phosphate nanoparticles (CaPs) for inhalation: A Quality by Design approach. Alexandros Filippakis. MSc (Industrial Pharmacy), National and Kapodistrian University of Athens (Dept of Pharmacy) & University of Parma, 2020."
SRC_0088,MSc thesis,,,University of Lisbon handle,10451/54774,https://hdl.handle.net/10451/54774,,Repository terms; no CC license stated,Institutional repository; source document,"DTPA and antibiotic DPI formulations to treat pulmonary biofilm infections. Filipa Isabel Micaelo Grosso. MSc (Pharmaceutical Engineering), Faculdade de Farmacia, Universidade de Lisboa, Portugal, 2020."
SRC_0089,PhD dissertation,,,NTU handle,10356/145374,https://hdl.handle.net/10356/145374,,Repository terms; no CC license stated,Institutional repository; source document,"Development of mucus-penetrating antibiotic and quorum sensing inhibitor nanoparticle complex for bronchiectasis therapy. Tran The Thien. PhD, School of Chemical and Biomedical Engineering, Nanyang Technological University (NTU), Singapore, 2020."
SRC_0090,PhD dissertation,,,UT Austin thesis DOI,10.26153/tsw/42240,https://doi.org/10.26153/tsw/42240,,Repository terms; no CC license stated,Institutional repository; source document,"Development of Dry Powder Inhalation for Biological Drug Modalities. Yajie Zhang. PhD dissertation, The University of Texas at Austin, USA, May 2020."
SRC_0091,PhD dissertation,,,QUT thesis DOI,10.5204/thesis.eprints.213224,https://doi.org/10.5204/thesis.eprints.213224,,Repository terms; no CC license stated,Institutional repository; source document,"Novel Nanoformulations and Nanosensors for Bioactive Molecules of Biomedical Significance. Saiqa Muneer. PhD, School of Chemistry and Physics, Faculty of Science, Queensland University of Technology (QUT), Australia, 2021."
SRC_0092,PhD dissertation,,,Kiel MACAU derivative ID,00002108,https://macau.uni-kiel.de/servlets/MCRFileNodeServlet/macau_derivate_00002108/Tobias_Gutowski.pdf,,Repository terms; no CC license stated,Institutional repository; source document,"Inhalable Cannabidiol — Formulation Considerations for Extremely Lipophilic, UV-labile Substances. Paul Friedrich Tobias Gutowski. PhD (Dr. rer. nat.), Faculty of Mathematics and Natural Sciences, Kiel University (Christian-Albrechts-Universitat zu Kiel), Germany, 2021. Reviewer: Prof. Dr. Regina Scherliess; co-reviewer: Prof. Dr. Hartwig Steckel."
SRC_0093,PhD dissertation,,,University of Bonn handle,20.500.11811/10500,https://hdl.handle.net/20.500.11811/10500,,Repository terms; no CC license stated,Institutional repository; source document,"Particle Engineering for High Dose Dry Powder Inhalation of Itraconazole. Ann-Cathrin Willmann. PhD (Dr. rer. nat.), Mathematisch-Naturwissenschaftliche Fakultat, Rheinische Friedrich-Wilhelms-Universitat Bonn, Germany, 2022. Reviewers: Prof. Dr. Karl G. Wagner; PD Dr. Herbert Wachtel."
SRC_0094,MPhil thesis,,,QUT thesis DOI,10.5204/thesis.eprints.229268,https://doi.org/10.5204/thesis.eprints.229268,,Repository terms; no CC license stated,Institutional repository; source document,"Preparation of Inhalable Ibuprofen Microparticles by Wet Milling for Developing an Efficient Dry Powder Inhaler Formulation. Shahjabeen Sharif. MPhil, Faculty of Health, School of Clinical Sciences, Queensland University of Technology (QUT), Australia, 2022."
SRC_0095,PhD dissertation,,,University of Szeged thesis DOI,10.14232/phd.11789,https://doi.org/10.14232/phd.11789,,Repository terms; no CC license stated,Institutional repository; source document,"Development of Novel Formulated Ciprofloxacin Hydrochloride Containing Dry Powder Inhalation System. Dr. Edit Benke. PhD, Institute of Pharmaceutical Technology and Regulatory Affairs, University of Szeged, Hungary, 2023."
SRC_0096,PhD dissertation,,,University of Szeged thesis DOI,10.14232/phd.12109,https://doi.org/10.14232/phd.12109,,Repository terms; no CC license stated,Institutional repository; source document,"Development of Meloxicam Containing Carrier-Free ""Nano-in-Micro"" Dry Powder Inhaler Systems. dr. Petra Party. PhD, Institute of Pharmaceutical Technology and Regulatory Affairs, University of Szeged, Hungary, 2024."
SRC_0097,PhD dissertation,,,University of Szeged thesis DOI,10.14232/phd.12601,https://doi.org/10.14232/phd.12601,,Repository terms; no CC license stated,Institutional repository; source document,"Inhalable Ketoprofen Nanocrystal-Based Dry Powders for Local and Systemic Pulmonary Delivery: A Patient-Centric Approach. Heba Banat. PhD, Institute of Pharmaceutical Technology and Regulatory Affairs, University of Szeged, Hungary, 2025."
SRC_0098,PhD dissertation,,,Kiel MACAU derivative ID,00006200,https://macau.uni-kiel.de/servlets/MCRFileNodeServlet/dissertation_derivate_00006200/S.Aziz_-PhD-Thesis.pdf,,Repository terms; no CC license stated,Institutional repository; source document,"Trehalose physicochemical characteristics as a potential dry powder inhalation carrier for optimized aerosol generation. Shahir Aziz. Doctoral thesis (Dr. rer. nat.), Christian-Albrechts-University (Kiel University), Germany, 2015. Referee: Prof. Dr. Hartwig Steckel; co-referee: Prof. Dr. Thomas Kunze."
SRC_0099,PhD dissertation,,,UT Austin thesis DOI,10.26153/tsw/12393,https://doi.org/10.26153/tsw/12393,,Repository terms; no CC license stated,Institutional repository; source document,"Development of High Potency Voriconazole Nanoaggregates for Dry Powder Inhalation. Chaeho Moon. PhD dissertation, The University of Texas at Austin, USA, 2019."
SRC_0100,PhD dissertation,,,QUT thesis DOI,10.5204/thesis.eprints.108006,https://doi.org/10.5204/thesis.eprints.108006,,Repository terms; no CC license stated,Institutional repository; source document,"Development of Nicotine Loaded Chitosan Nanoparticles for Lung Delivery. Hui Wang. PhD, School of Clinical Sciences, Faculty of Health, Queensland University of Technology (QUT), Australia, 2017."
SRC_0101,PhD dissertation,,,QUT ePrint ID,107550,https://eprints.qut.edu.au/107550/,,Repository terms; no CC license stated,Institutional repository; source document,"Crystallization Engineering Techniques for Developing a Novel Dry Powder Inhaler Formulation for Ibuprofen. Afrina Afrose. PhD, School of Clinical Sciences, Faculty of Health, Queensland University of Technology (QUT), Australia, 2017."
SRC_0102,article,,10.1016/j.ijpharm.2019.03.030,DOI,10.1016/j.ijpharm.2019.03.030,https://doi.org/10.1016/j.ijpharm.2019.03.030,,verified CC license,Institutional repository; source document,1H NMR quantification of spray dried and spray freeze-dried saccharide carriers in dry powder inhaler formulations. Mai Babenko et al. (2019). International Journal of Pharmaceutics.
SRC_0103,article,,10.1016/j.ijpharm.2020.119684,DOI,10.1016/j.ijpharm.2020.119684,https://doi.org/10.1016/j.ijpharm.2020.119684,,CC BY-NC-ND 4.0,Institutional repository; source document,Development and characterization of meropenem dry powder inhaler formulation for pulmonary drug delivery. Saiqa Muneer et al. (2020). International Journal of Pharmaceutics.
SRC_0104,article,,10.1002/app.53672,DOI,10.1002/app.53672,https://doi.org/10.1002/app.53672,,CC BY-NC-ND 4.0,Institutional repository; source document,Novel poly(ester amide) derived from tyrosine amino acid for targeted pulmonary drug delivery of fluticasone propionate. Hussien AbdulKarim et al. (2023). Journal of Applied Polymer Science.
SRC_0105,article,PMC10248792,10.1016/j.ajps.2023.100815,DOI,10.1016/j.ajps.2023.100815,https://doi.org/10.1016/j.ajps.2023.100815,,CC BY-NC-ND 4.0,Institutional repository; source document,Corrugated surface microparticles with chitosan and levofloxacin for improved aerodynamic performance. Chang-Soo Han et al. (2023). Asian Journal of Pharmaceutical Sciences.
SRC_0106,article,,10.1016/j.xphs.2023.11.016,DOI,10.1016/j.xphs.2023.11.016,https://doi.org/10.1016/j.xphs.2023.11.016,,CC BY-NC-ND 4.0,Institutional repository; source document,Ternary Dry Powder Agglomerate Inhalation Formulation of Melatonin With Air Jet Mixing to Improve In Vitro And In Vivo Performance. Qingzhen Zhang et al. (2024). Journal of Pharmaceutical Sciences.
SRC_0107,article,,10.1016/j.ijpharm.2025.125802,DOI,10.1016/j.ijpharm.2025.125802,https://doi.org/10.1016/j.ijpharm.2025.125802,,CC BY-NC-ND 4.0,Institutional repository; source document,Development of high-dose carrier-free inhalable heparin sodium microparticles using co-jet-milling technology. Zhewei Liu et al. (2025). International Journal of Pharmaceutics.
SRC_0108,article,,10.1080/03639045.2019.1620268,DOI,10.1080/03639045.2019.1620268,https://doi.org/10.1080/03639045.2019.1620268,,CC BY-NC-ND 4.0,Institutional repository; source document,Stability test of novel combined formulated dry powder inhalation system containing antibiotic: physical characterization and<i>in vitro</i>–<i>in silico</i>lung deposition results. Edit Benke et al. (2019). Drug Development and Industrial Pharmacy.
SRC_0109,article,,10.1016/j.ajps.2015.08.001,DOI,10.1016/j.ajps.2015.08.001,https://doi.org/10.1016/j.ajps.2015.08.001,,CC BY-NC-ND 4.0,Institutional repository; source document,"Optimizing aerosolization of a high-dose L-arginine powder for pulmonary delivery. First author: Satu Lakio (Monash Institute of Pharmaceutical Sciences, Monash University, Australia). Asian Journal of Pharmaceutical Sciences, 2015."
SRC_0110,article,PMC8515541,10.3892/etm.2021.10788,DOI,10.3892/etm.2021.10788,https://doi.org/10.3892/etm.2021.10788,,CC BY-NC-ND 4.0,Institutional repository; source document,Effect of inner physical properties on powder adhesion in inhalation capsules in case of a high resistance device. Otake et al. (2021). Experimental and Therapeutic Medicine.
SRC_0111,PhD dissertation,,,QUT ePrint ID,107550,https://eprints.qut.edu.au/107550/,,Repository terms; no CC license stated,Institutional repository; source document,"Crystallization Engineering Techniques for Developing a Novel Dry Powder Inhaler Formulation for Ibuprofen. Afrina Afrose. PhD, School of Clinical Sciences, Faculty of Health, Queensland University of Technology (QUT), Australia, 2017."
SRC_0112,MSc thesis,,,NOVA University Lisbon handle,10362/101240,https://hdl.handle.net/10362/101240,,verified CC license,Institutional repository; source document,"Development and optimization of Supercritical CO2-Assisted Spray Drying process towards liposomal dry powder formulations. Beatriz Carolino Oliveira Nobre. MSc dissertation in Chemical & Biochemical Engineering, Faculdade de Ciencias e Tecnologia, Universidade NOVA de Lisboa (FCT-UNL), Portugal, 2020."
SRC_0113,PhD dissertation,,,University of Bath institutional record,use-of-3d-printing-technology-to-investigate-particle-adhesion-an,https://researchportal.bath.ac.uk/en/studentTheses/use-of-3d-printing-technology-to-investigate-particle-adhesion-an/,,CC BY-NC-ND 4.0,Institutional repository; source document,"Use of 3D Printing Technology to Investigate Particle Adhesion and Air Entrainment in a DPI System. Timothy (Tim) Rouse. PhD, Dept of Pharmacy & Pharmacology, University of Bath, UK, 2020."
SRC_0114,PhD dissertation,,,Bradford Scholars handle,10454/19846,https://hdl.handle.net/10454/19846,,CC BY-NC-ND 3.0,Bradford Scholars record; source document,"Jamal, A. J. A. M. A. Investigation to identify the influence of the surface energetics of the dry powder formulations of budesonide and theophylline on their aerodynamic dose emission characteristics. PhD thesis, University of Bradford, 2022. hdl:10454/19846."
SRC_0115,PhD dissertation,,,Bradford Scholars handle,10454/19888,https://hdl.handle.net/10454/19888,,CC BY-NC-ND 3.0,Bradford Scholars record; source document,"Oum, R. Development of dry powder inhaler and nebulised nanoparticle formulations of chrysin for the potential treatment of asthma. PhD thesis, University of Bradford, 2022. hdl:10454/19888."
