"idx","scalebar_px","scalebar_mi","mi_per_px","crop_w_px","crop_h_px","res","fpf","path","source_id"
"866","318.887","50","0.156795354","1425","892","1271100","33.9","./Whole/Whole_00658.png","SRC_0007"
"867","327.118","50","0.152850042","1445","723","1044735","13","./Whole/Whole_00659.png","SRC_0007"
"867","324.758","20","0.061584318","1445","723","1044735","13","./Whole/Whole_00660.png","SRC_0007"
"868","323.252","50","0.154678084","1129","786","887394","61","./Whole/Whole_00661.png","SRC_0007"
"852","315.082","10","0.03173777","1443","829","1196247","5","./Whole/Whole_00662.png","SRC_0001"
"847","315.464","20","0.063398676","1437","812","1166844","3","./Whole/Whole_00663.png","SRC_0001"
"859","389.172","50","0.128477897","1306","559","730054","10.9","./Whole/Whole_00664.png","SRC_0007"
"859","315.554","50","0.158451485","1181","683","806623","10.9","./Whole/Whole_00665.png","SRC_0007"
"859","375.046","20","0.053326792","1280","709","907520","10.9","./Whole/Whole_00666.png","SRC_0007"
"860","343.019","20","0.058305808","1137","743","844791","51.6","./Whole/Whole_00667.png","SRC_0007"
"860","332.31","50","0.150461918","1448","871","1261208","51.6","./Whole/Whole_00668.png","SRC_0007"
"861","283.61","50","0.176298438","1213","729","884277","11","./Whole/Whole_00669.png","SRC_0007"
"863","276.176","50","0.181043972","1170","737","862290","34","./Whole/Whole_00670.png","SRC_0007"
"864","291.853","50","0.171319123","1347","738","994086","14.78","./Whole/Whole_00671.png","SRC_0007"
"865","345.862","20","0.057826532","1506","793","1194258","10.24","./Whole/Whole_00672.png","SRC_0007"
"865","340.892","50","0.14667402","1306","815","1064390","10.24","./Whole/Whole_00673.png","SRC_0007"
"923","232.502","20","0.086020765","1092","845","922740","65","./Whole/Whole_00690.png","SRC_0009"
"922","383.169","20","0.052196289","1341","988","1324908","62","./Whole/Whole_00691.png","SRC_0009"
"920","221.236","20","0.090401201","1041","900","936900","39","./Whole/Whole_00692.png","SRC_0009"
"921","350.718","50","0.142564682","1239","859","1064301","58","./Whole/Whole_00693.png","SRC_0009"
"919","227.832","20","0.087783981","1073","958","1027934","33","./Whole/Whole_00694.png","SRC_0009"
"928","321.039","5","0.015574432","1083","942","1020186","53","./Whole/Whole_00695.png","SRC_0010"
"924","202.188","5","0.02472946","1091","946","1032086","48","./Whole/Whole_00696.png","SRC_0010"
"925","236.981","20","0.084394951","1086","963","1045818","24","./Whole/Whole_00697.png","SRC_0010"
"926","325.094","20","0.061520668","1093","925","1011025","49","./Whole/Whole_00698.png","SRC_0010"
"927","322.262","20","0.062061304","1094","963","1053522","57","./Whole/Whole_00699.png","SRC_0010"
"935","251.795","1","0.003971485","961","922","886042","56","./Whole/Whole_00700.png","SRC_0011"
"935","178.367","5","0.028032091","1019","1029","1048551","56","./Whole/Whole_00701.png","SRC_0011"
"936","182.58","5","0.027385256","1038","881","914478","79","./Whole/Whole_00702.png","SRC_0011"
"929","188.034","5","0.026590936","1063","1069","1136347","63","./Whole/Whole_00703.png","SRC_0011"
"930","296.188","5","0.01688117","1052","1042","1096184","65","./Whole/Whole_00704.png","SRC_0011"
"931","183.111","5","0.027305842","952","967","920584","26","./Whole/Whole_00705.png","SRC_0011"
"931","182.793","5","0.027353345","1031","1017","1048527","26","./Whole/Whole_00706.png","SRC_0011"
"932","147.616","2","0.013548667","1047","992","1038624","33","./Whole/Whole_00707.png","SRC_0011"
"932","190.348","5","0.026267678","1065","1064","1133160","33","./Whole/Whole_00708.png","SRC_0011"
"933","192.196","5","0.02601511","1078","1076","1159928","59","./Whole/Whole_00709.png","SRC_0011"
"934","185.176","5","0.027001339","1042","1052","1096184","62","./Whole/Whole_00710.png","SRC_0011"
"940","288.056","20","0.069430944","1029","1025","1054725","80.7","./Whole/Whole_00711.png","SRC_0012"
"941","179.298","10","0.055773071","1031","1029","1060899","80.24","./Whole/Whole_00712.png","SRC_0012"
"942","215.544","5","0.02319712","1030","1034","1065020","76","./Whole/Whole_00713.png","SRC_0012"
"943","214.03","20","0.093444844","1027","1025","1052675","73.5","./Whole/Whole_00714.png","SRC_0012"
"944","211.283","20","0.094659769","1029","1023","1052667","53.37","./Whole/Whole_00715.png","SRC_0012"
"945","290.922","20","0.068746949","1027","1014","1041378","72.58","./Whole/Whole_00716.png","SRC_0012"
"937","290.007","20","0.068963853","1018","1024","1042432","95.45","./Whole/Whole_00717.png","SRC_0012"
"938","218.925","10","0.045677744","1024","1031","1055744","85.48","./Whole/Whole_00718.png","SRC_0012"
"939","286.504","20","0.069807053","1021","1029","1050609","72.39","./Whole/Whole_00719.png","SRC_0012"
"962","310.268","20","0.064460402","990","849","840510","55","./Whole/Whole_00720.png","SRC_0013"
"963","308.075","6","0.019475777","996","841","837636","47.6","./Whole/Whole_00721.png","SRC_0013"
"956","325.578","15","0.046071909","1034","849","877866","40.9","./Whole/Whole_00722.png","SRC_0013"
"957","317.744","2.31","0.007270004","1241","753","934473","82.6","./Whole/Whole_00723.png","SRC_0013"
"958","328.158","5","0.015236563","1047","762","797814","70.5","./Whole/Whole_00724.png","SRC_0013"
"960","308.656","4.29","0.013898968","1222","734","896948","78.9","./Whole/Whole_00725.png","SRC_0013"
"961","310.722","7.5","0.024137332","1238","725","897550","91.8","./Whole/Whole_00726.png","SRC_0013"
"946","307.85","10","0.032483352","1012","861","871332","23.7","./Whole/Whole_00727.png","SRC_0013"
"947","293.401","10","0.034083047","969","868","841092","49.3","./Whole/Whole_00728.png","SRC_0013"
"948","315.096","10","0.03173636","1236","823","1017228","43.2","./Whole/Whole_00729.png","SRC_0013"
"950","306.174","3","0.00979835","1009","921","929289","63.7","./Whole/Whole_00730.png","SRC_0013"
"951","303.453","15","0.049431049","978","912","891936","69.3","./Whole/Whole_00731.png","SRC_0013"
"952","314.974","30","0.095245957","1249","817","1020433","36.9","./Whole/Whole_00732.png","SRC_0013"
"953","306.514","10","0.032624937","978","920","899760","57.5","./Whole/Whole_00733.png","SRC_0013"
"967","155.566","10","0.064281398","1137","896","1018752","32.27","./Whole/Whole_00734.png","SRC_0014"
"967","203.013","5","0.024628965","1140","893","1018020","32.27","./Whole/Whole_00735.png","SRC_0014"
"964","151.535","10","0.065991355","1145","896","1025920","52.73","./Whole/Whole_00736.png","SRC_0014"
"964","231.527","5","0.021595753","1131","908","1026948","52.73","./Whole/Whole_00737.png","SRC_0014"
"968","152.985","10","0.065365886","1153","903","1041159","4.98","./Whole/Whole_00738.png","SRC_0014"
"966","152.672","10","0.065499895","1149","902","1036398","41.28","./Whole/Whole_00739.png","SRC_0014"
"966","228.857","5","0.021847704","1156","895","1034620","41.28","./Whole/Whole_00740.png","SRC_0014"
"965","148.818","10","0.067196173","1157","902","1043614","47.43","./Whole/Whole_00741.png","SRC_0014"
"965","256.865","5","0.019465478","1144","908","1038752","47.43","./Whole/Whole_00742.png","SRC_0014"
"874","274.037","5","0.018245711","1115","1110","1237650","76.7","./Whole/Whole_00743.png","SRC_0015"
"874","234.627","2","0.008524168","1124","1126","1265624","76.7","./Whole/Whole_00744.png","SRC_0015"
"873","231.299","3.75","0.016212781","900","511","459900","24.8","./Whole/Whole_00745.png","SRC_0015"
"972","225.662","3","0.013294219","1355","928","1257440","12.57","./Whole/Whole_00746.png","SRC_0016"
"973","202.104","3","0.014843843","1356","928","1258368","51.09","./Whole/Whole_00747.png","SRC_0016"
"974","290.93","5","0.017186265","1353","926","1252878","34.64","./Whole/Whole_00748.png","SRC_0016"
"970","223.258","3","0.013437368","1356","912","1236672","6.53","./Whole/Whole_00749.png","SRC_0016"
"971","257.804","3","0.011636747","1351","908","1226708","11.6","./Whole/Whole_00750.png","SRC_0016"
"971","192.873","1","0.005184759","857","765","655605","11.6","./Whole/Whole_00751.png","SRC_0016"
"969","171.645","10","0.05825978","1334","898","1197932","0.66","./Whole/Whole_00752.png","SRC_0016"
"969","205.892","3","0.014570746","1344","906","1217664","0.66","./Whole/Whole_00753.png","SRC_0016"
"832","344.431","30","0.087100174","1362","1010","1375620","48.88","./Whole/Whole_00754.png","SRC_0017"
"833","173.061","50","0.288915469","1357","1013","1374641","9.84","./Whole/Whole_00755.png","SRC_0017"
"833","205.084","50","0.243802539","1364","1015","1384460","9.84","./Whole/Whole_00756.png","SRC_0017"
"826","259.897","50","0.192383906","1358","1001","1359358","42.68","./Whole/Whole_00757.png","SRC_0017"
"827","287.181","50","0.174106226","1349","1024","1381376","66.11","./Whole/Whole_00758.png","SRC_0017"
"828","181.837","10","0.054994308","1041","881","917121","31.69","./Whole/Whole_00759.png","SRC_0017"
"829","358.042","30","0.083789053","1338","1008","1348704","32.38","./Whole/Whole_00760.png","SRC_0017"
"830","227.959","50","0.219337688","1382","1026","1417932","29.84","./Whole/Whole_00761.png","SRC_0017"
"831","347.327","30","0.086373936","1371","1009","1383339","22.84","./Whole/Whole_00762.png","SRC_0017"
"838","401.371","10","0.024914605","1562","902","1408924","49.1","./Whole/Whole_00763.png","SRC_0018"
"836","317.834","20","0.06292593","921","774","712854","41.92","./Whole/Whole_00764.png","SRC_0018"
